zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,major_highways
78415,27.65437,-97.48712,Corpus Christi,TX,Texas,True,,43080.0,152.4,48355,Nueces,"{""48355"": 100}",Nueces,48355,False,False,America/Chicago,"I-45, I-10"
38125,35.02537,-89.78936,Memphis,TN,Tennessee,True,,43071.0,875.1,47157,Shelby,"{""47157"": 100}",Shelby,47157,False,False,America/Chicago,"I-80, I-90"
63033,38.7958,-90.27786,Florissant,MO,Missouri,True,,43056.0,1366.4,29189,St. Louis,"{""29189"": 100}",St. Louis,29189,False,False,America/Chicago,"I-90, I-80"
21701,39.44729,-77.33512,Frederick,MD,Maryland,True,,43048.0,418.6,24021,Frederick,"{""24021"": 100}",Frederick,24021,False,False,America/New_York,"I-90, I-80"
60543,41.66537,-88.32442,Oswego,IL,Illinois,True,,43047.0,396.2,17093,Kendall,"{""17093"": 99.25, ""17197"": 0.59, ""17089"": 0.16}",Kendall|Will|Kane,17093|17197|17089,False,False,America/Chicago,"I-290, I-57"
23323,36.70785,-76.37949,Chesapeake,VA,Virginia,True,,43043.0,202.9,51550,Chesapeake,"{""51550"": 99.88, ""51800"": 0.12}",Chesapeake|Suffolk,51550|51800,False,False,America/New_York,"I-80, I-90"
28306,34.9582,-78.89487,Fayetteville,NC,North Carolina,True,,43042.0,238.3,37051,Cumberland,"{""37051"": 95.23, ""37017"": 3.64, ""37093"": 1.13}",Cumberland|Bladen|Hoke,37051|37017|37093,False,False,America/New_York,"I-80, I-90"
28079,35.1132,-80.60183,Indian Trail,NC,North Carolina,True,,43035.0,356.5,37179,Union,"{""37179"": 100}",Union,37179,False,False,America/New_York,"I-80, I-90"
94010,37.57306,-122.37828,Burlingame,CA,California,True,,43025.0,1098.9,6081,San Mateo,"{""06081"": 100}",San Mateo,06081,False,False,America/Los_Angeles,"I-10, I-405"
90815,33.79572,-118.11592,Long Beach,CA,California,True,,43023.0,2354.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-405, I-15"
54701,44.7432,-91.50899,Eau Claire,WI,Wisconsin,True,,43014.0,193.1,55035,Eau Claire,"{""55035"": 95.16, ""55033"": 4.84}",Eau Claire|Dunn,55035|55033,False,False,America/Chicago,"I-80, I-90"
30180,33.72018,-84.91956,Villa Rica,GA,Georgia,True,,43013.0,214.5,13045,Carroll,"{""13045"": 62.78, ""13097"": 27.52, ""13223"": 9.7}",Carroll|Douglas|Paulding,13045|13097|13223,False,False,America/New_York,"I-75, I-285"
95301,37.30634,-120.65119,Atwater,CA,California,True,,43009.0,218.3,6047,Merced,"{""06047"": 100}",Merced,06047,False,False,America/Los_Angeles,"I-10, I-15"
30165,34.30279,-85.27233,Rome,GA,Georgia,True,,43001.0,99.4,13115,Floyd,"{""13115"": 98.15, ""01019"": 0.93, ""13055"": 0.92}",Floyd|Cherokee|Chattooga,13115|01019|13055,False,False,America/New_York,"I-20, I-85"
89183,35.99619,-115.15799,Las Vegas,NV,Nevada,True,,42996.0,2370.9,32003,Clark,"{""32003"": 100}",Clark,32003,False,False,America/Los_Angeles,"I-90, I-80"
19701,39.58427,-75.69914,Bear,DE,Delaware,True,,42984.0,624.6,10003,New Castle,"{""10003"": 100}",New Castle,10003,False,False,America/New_York,"I-80, I-90"
98058,47.44082,-122.12503,Renton,WA,Washington,True,,42980.0,881.7,53033,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles,"I-90, I-80"
60615,41.80226,-87.60293,Chicago,IL,Illinois,True,,42975.0,7580.9,17031,Cook,"{""17031"": 100}",Cook,17031,False,False,America/Chicago,"I-94, I-57"
43204,39.96135,-83.08052,Columbus,OH,Ohio,True,,42962.0,1773.6,39049,Franklin,"{""39049"": 100}",Franklin,39049,False,False,America/New_York,"I-75, I-77"
52404,41.92153,-91.69077,Cedar Rapids,IA,Iowa,True,,42958.0,292.8,19113,Linn,"{""19113"": 94.99, ""19103"": 5.01}",Linn|Johnson,19113|19103,False,False,America/Chicago,"I-90, I-80"
76123,32.62298,-97.40262,Fort Worth,TX,Texas,True,,42957.0,1568.1,48439,Tarrant,"{""48439"": 100}",Tarrant,48439,False,False,America/Chicago,"I-10, I-35"
75077,33.07921,-97.06401,Lewisville,TX,Texas,True,,42950.0,1176.5,48121,Denton,"{""48121"": 100}",Denton,48121,False,False,America/Chicago,"I-45, I-20"
30032,33.73987,-84.2641,Decatur,GA,Georgia,True,,42948.0,1214.9,13089,DeKalb,"{""13089"": 100}",DeKalb,13089,False,False,America/New_York,"I-75, I-20"
52402,42.02272,-91.66001,Cedar Rapids,IA,Iowa,True,,42938.0,1211.3,19113,Linn,"{""19113"": 100}",Linn,19113,False,False,America/Chicago,"I-90, I-80"
32257,30.19515,-81.6123,Jacksonville,FL,Florida,True,,42904.0,1352.0,12031,Duval,"{""12031"": 100}",Duval,12031,False,False,America/New_York,"I-95, I-75"
67212,37.70247,-97.43658,Wichita,KS,Kansas,True,,42902.0,1322.8,20173,Sedgwick,"{""20173"": 100}",Sedgwick,20173,False,False,America/Chicago,"I-80, I-90"
20120,38.85576,-77.47987,Centreville,VA,Virginia,True,,42896.0,921.1,51059,Fairfax,"{""51059"": 89.89, ""51107"": 10.11}",Fairfax|Loudoun,51059|51107,False,False,America/New_York,"I-90, I-80"
13760,42.13425,-76.08354,Endicott,NY,New York,True,,42896.0,336.0,36007,Broome,"{""36007"": 71.75, ""36107"": 28.25}",Broome|Tioga,36007|36107,False,False,America/New_York,"I-495, I-90"
65803,37.28464,-93.29036,Springfield,MO,Missouri,True,,42882.0,177.4,29077,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,"I-80, I-90"
60089,42.16736,-87.96076,Buffalo Grove,IL,Illinois,True,,42872.0,1681.4,17097,Lake,"{""17097"": 78.4, ""17031"": 21.6}",Lake|Cook,17097|17031,False,False,America/Chicago,"I-55, I-94"
11222,40.72862,-73.94764,Brooklyn,NY,New York,True,,42853.0,10868.3,36047,Kings,"{""36047"": 100}",Kings,36047,False,False,America/New_York,"I-90, I-495"
84118,40.65598,-112.03812,Salt Lake City,UT,Utah,True,,42853.0,1274.3,49035,Salt Lake,"{""49035"": 100}",Salt Lake,49035,False,False,America/Denver,"I-90, I-80"
99362,46.08727,-118.31269,Walla Walla,WA,Washington,True,,42853.0,54.6,53071,Walla Walla,"{""53071"": 91.58, ""41059"": 8.42}",Walla Walla|Umatilla,53071|41059,False,False,America/Los_Angeles,"I-90, I-80"
31313,31.83534,-81.6183,Hinesville,GA,Georgia,True,,42838.0,270.6,13179,Liberty,"{""13179"": 97.1, ""13183"": 2.9}",Liberty|Long,13179|13183,False,False,America/New_York,"I-285, I-75"
85746,32.06964,-111.09047,Tucson,AZ,Arizona,True,,42835.0,142.7,4019,Pima,"{""04019"": 100}",Pima,04019,False,False,America/Phoenix,"I-80, I-90"
21220,39.345,-76.3966,Middle River,MD,Maryland,True,,42824.0,780.7,24005,Baltimore,"{""24005"": 100}",Baltimore,24005,False,False,America/New_York,"I-80, I-90"
15108,40.50006,-80.20031,Coraopolis,PA,Pennsylvania,True,,42799.0,418.1,42003,Allegheny,"{""42003"": 100}",Allegheny,42003,False,False,America/New_York,"I-81, I-80"
39759,33.43491,-88.82631,Starkville,MS,Mississippi,True,,42783.0,51.0,28105,Oktibbeha,"{""28105"": 97.36, ""28087"": 2.64}",Oktibbeha|Lowndes,28105|28087,False,False,America/Chicago,"I-80, I-90"
23225,37.51872,-77.51044,Richmond,VA,Virginia,True,,42771.0,1183.9,51760,Richmond,"{""51760"": 81.16, ""51041"": 18.84}",Richmond|Chesterfield,51760|51041,False,False,America/New_York,"I-80, I-90"
10801,40.91751,-73.78396,New Rochelle,NY,New York,True,,42754.0,4819.7,36119,Westchester,"{""36119"": 100}",Westchester,36119,False,False,America/New_York,"I-87, I-495"
14450,43.0921,-77.41623,Fairport,NY,New York,True,,42750.0,515.2,36055,Monroe,"{""36055"": 97.83, ""36117"": 2.17}",Monroe|Wayne,36055|36117,False,False,America/New_York,"I-87, I-95"
89101,36.17279,-115.12234,Las Vegas,NV,Nevada,True,,42739.0,3067.8,32003,Clark,"{""32003"": 100}",Clark,32003,False,False,America/Los_Angeles,"I-90, I-80"
94066,37.62539,-122.43229,San Bruno,CA,California,True,,42728.0,2722.2,6081,San Mateo,"{""06081"": 100}",San Mateo,06081,False,False,America/Los_Angeles,"I-5, I-10"
60660,41.99113,-87.66609,Chicago,IL,Illinois,True,,42724.0,12950.2,17031,Cook,"{""17031"": 100}",Cook,17031,False,False,America/Chicago,"I-90, I-94"
49508,42.87459,-85.62586,Grand Rapids,MI,Michigan,True,,42720.0,1400.9,26081,Kent,"{""26081"": 100}",Kent,26081,False,False,America/Detroit,"I-80, I-90"
83704,43.62765,-116.28716,Boise,ID,Idaho,True,,42719.0,1884.7,16001,Ada,"{""16001"": 100}",Ada,16001,False,False,America/Boise,"I-90, I-80"
92308,34.42005,-117.15558,Apple Valley,CA,California,True,,42709.0,159.7,6071,San Bernardino,"{""06071"": 100}",San Bernardino,06071,False,False,America/Los_Angeles,"I-405, I-15"
52302,42.0656,-91.57091,Marion,IA,Iowa,True,,42706.0,221.8,19113,Linn,"{""19113"": 100}",Linn,19113,False,False,America/Chicago,"I-80, I-90"
77063,29.7356,-95.52157,Houston,TX,Texas,True,,42690.0,3686.1,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-10, I-20"
680,18.16307,-67.36122,Mayaguez,PR,Puerto Rico,True,,42689.0,256.3,72097,Mayagüez,"{""72097"": 94.1, ""72125"": 3.46, ""72011"": 2.44}",Mayagüez|San Germán|Añasco,72097|72125|72011,False,False,America/Puerto_Rico,"I-90, I-80"
77327,30.3262,-94.91826,Cleveland,TX,Texas,True,,42685.0,48.6,48291,Liberty,"{""48291"": 100}",Liberty,48291,False,False,America/Chicago,"I-10, I-20"
11756,40.72545,-73.51656,Levittown,NY,New York,True,,42665.0,2979.3,36059,Nassau,"{""36059"": 100}",Nassau,36059,False,False,America/New_York,"I-495, I-87"
70810,30.34637,-91.07998,Baton Rouge,LA,Louisiana,True,,42659.0,628.5,22033,East Baton Rouge,"{""22033"": 100}",East Baton Rouge,22033,False,False,America/Chicago,"I-90, I-80"
34952,27.2969,-80.29748,Port Saint Lucie,FL,Florida,True,,42655.0,668.6,12111,St. Lucie,"{""12111"": 100}",St. Lucie,12111,False,False,America/New_York,"I-95, I-10"
7307,40.75192,-74.05429,Jersey City,NJ,New Jersey,True,,42645.0,8662.6,34017,Hudson,"{""34017"": 100}",Hudson,34017,False,False,America/New_York,"I-80, I-90"
93552,34.58412,-118.02386,Palmdale,CA,California,True,,42639.0,428.3,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-10, I-405"
20706,38.96548,-76.85091,Lanham,MD,Maryland,True,,42612.0,1637.1,24033,Prince George's,"{""24033"": 100}",Prince George's,24033,False,False,America/New_York,"I-80, I-90"
72401,35.86835,-90.66193,Jonesboro,AR,Arkansas,True,,42602.0,185.9,5031,Craighead,"{""05031"": 90.71, ""05055"": 9.29}",Craighead|Greene,05031|05055,False,False,America/Chicago,"I-90, I-80"
95991,39.02205,-121.61317,Yuba City,CA,California,True,,42579.0,399.8,6101,Sutter,"{""06101"": 100}",Sutter,06101,False,False,America/Los_Angeles,"I-405, I-5"
10475,40.87528,-73.82702,Bronx,NY,New York,True,,42578.0,13229.1,36005,Bronx,"{""36005"": 100}",Bronx,36005,False,False,America/New_York,"I-87, I-495"
85711,32.21504,-110.88348,Tucson,AZ,Arizona,True,,42558.0,1907.1,4019,Pima,"{""04019"": 100}",Pima,04019,False,False,America/Phoenix,"I-80, I-90"
60115,41.90109,-88.75469,Dekalb,IL,Illinois,True,,42536.0,202.7,17037,DeKalb,"{""17037"": 100}",DeKalb,17037,False,False,America/Chicago,"I-90, I-57"
39401,31.23496,-89.26912,Hattiesburg,MS,Mississippi,True,,42531.0,87.0,28035,Forrest,"{""28035"": 95.42, ""28067"": 3.93, ""28031"": 0.44, ""28073"": 0.21}",Forrest|Jones|Covington|Lamar,28035|28067|28031|28073,False,False,America/Chicago,"I-90, I-80"
14215,42.93451,-78.81023,Buffalo,NY,New York,True,,42524.0,3446.8,36029,Erie,"{""36029"": 100}",Erie,36029,False,False,America/New_York,"I-495, I-90"
23059,37.70424,-77.56539,Glen Allen,VA,Virginia,True,,42522.0,358.2,51085,Hanover,"{""51085"": 59.08, ""51087"": 39.08, ""51075"": 1.84}",Hanover|Henrico|Goochland,51085|51087|51075,False,False,America/New_York,"I-90, I-80"
32404,30.19075,-85.51122,Panama City,FL,Florida,True,,42514.0,121.5,12005,Bay,"{""12005"": 100}",Bay,12005,False,False,America/Chicago,"I-10, I-75"
29650,34.89805,-82.25826,Greer,SC,South Carolina,True,,42493.0,912.9,45045,Greenville,"{""45045"": 98.74, ""45083"": 1.26}",Greenville|Spartanburg,45045|45083,False,False,America/New_York,"I-90, I-80"
38501,36.22682,-85.53841,Cookeville,TN,Tennessee,True,,42471.0,188.3,47141,Putnam,"{""47141"": 63.55, ""47087"": 35.09, ""47133"": 1.36}",Putnam|Jackson|Overton,47141|47087|47133,False,False,America/Chicago,"I-80, I-90"
91748,33.9769,-117.89924,Rowland Heights,CA,California,True,,42463.0,1156.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-10, I-80"
38109,35.0341,-90.13533,Memphis,TN,Tennessee,True,,42452.0,274.5,47157,Shelby,"{""47157"": 100}",Shelby,47157,False,False,America/Chicago,"I-80, I-90"
32514,30.53209,-87.22235,Pensacola,FL,Florida,True,,42447.0,827.0,12033,Escambia,"{""12033"": 100}",Escambia,12033,False,False,America/Chicago,"I-4, I-10"
95621,38.69551,-121.30862,Citrus Heights,CA,California,True,,42442.0,2454.8,6067,Sacramento,"{""06067"": 100}",Sacramento,06067,False,False,America/Los_Angeles,"I-15, I-405"
28212,35.1896,-80.74519,Charlotte,NC,North Carolina,True,,42440.0,1784.0,37119,Mecklenburg,"{""37119"": 100}",Mecklenburg,37119,False,False,America/New_York,"I-80, I-90"
80010,39.73979,-104.86193,Aurora,CO,Colorado,True,,42439.0,3188.3,8005,Arapahoe,"{""08005"": 51.06, ""08001"": 48.94}",Arapahoe|Adams,08005|08001,False,False,America/Denver,"I-90, I-80"
89014,36.06153,-115.0577,Henderson,NV,Nevada,True,,42439.0,2143.9,32003,Clark,"{""32003"": 100}",Clark,32003,False,False,America/Los_Angeles,"I-90, I-80"
97219,45.45413,-122.69972,Portland,OR,Oregon,True,,42430.0,1400.2,41051,Multnomah,"{""41051"": 96.56, ""41005"": 3.44}",Multnomah|Clackamas,41051|41005,False,False,America/Los_Angeles,"I-90, I-80"
90278,33.87362,-118.37028,Redondo Beach,CA,California,True,,42423.0,4461.9,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-80, I-405"
98059,47.49563,-122.12474,Renton,WA,Washington,True,,42406.0,1012.7,53033,King,"{""53033"": 100}",King,53033,False,False,America/Los_Angeles,"I-90, I-80"
46514,41.72328,-85.97547,Elkhart,IN,Indiana,True,,42389.0,423.0,18039,Elkhart,"{""18039"": 100}",Elkhart,18039,False,False,America/Indiana/Indianapolis,"I-90, I-80"
90043,33.98876,-118.33519,Los Angeles,CA,California,True,,42377.0,3988.8,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-10, I-405"
58201,47.86938,-97.14013,Grand Forks,ND,North Dakota,True,,42373.0,236.9,38035,Grand Forks,"{""38035"": 100}",Grand Forks,38035,False,False,America/Chicago,"I-80, I-90"
98036,47.81094,-122.28155,Lynnwood,WA,Washington,True,,42370.0,1705.7,53061,Snohomish,"{""53061"": 100}",Snohomish,53061,False,False,America/Los_Angeles,"I-80, I-90"
34786,28.48161,-81.55501,Windermere,FL,Florida,True,,42358.0,824.4,12095,Orange,"{""12095"": 100}",Orange,12095,False,False,America/New_York,"I-75, I-4"
34120,26.31382,-81.58344,Naples,FL,Florida,True,,42345.0,116.1,12021,Collier,"{""12021"": 100}",Collier,12021,False,False,America/New_York,"I-4, I-75"
8724,40.09034,-74.115,Brick,NJ,New Jersey,True,,42345.0,1184.3,34029,Ocean,"{""34029"": 93.64, ""34025"": 6.36}",Ocean|Monmouth,34029|34025,False,False,America/New_York,"I-90, I-80"
78552,26.19664,-97.75083,Harlingen,TX,Texas,True,,42332.0,340.3,48061,Cameron,"{""48061"": 100}",Cameron,48061,False,False,America/Chicago,"I-35, I-20"
11365,40.73983,-73.79499,Fresh Meadows,NY,New York,True,,42322.0,6572.4,36081,Queens,"{""36081"": 100}",Queens,36081,False,False,America/New_York,"I-87, I-90"
70506,30.19586,-92.08075,Lafayette,LA,Louisiana,True,,42318.0,787.0,22055,Lafayette,"{""22055"": 100}",Lafayette,22055,False,False,America/Chicago,"I-90, I-80"
60188,41.91562,-88.12958,Carol Stream,IL,Illinois,True,,42307.0,1625.3,17043,DuPage,"{""17043"": 100}",DuPage,17043,False,False,America/Chicago,"I-94, I-57"
12603,41.67816,-73.86744,Poughkeepsie,NY,New York,True,,42304.0,512.4,36027,Dutchess,"{""36027"": 100}",Dutchess,36027,False,False,America/New_York,"I-495, I-95"
32216,30.27891,-81.58305,Jacksonville,FL,Florida,True,,42298.0,1288.5,12031,Duval,"{""12031"": 100}",Duval,12031,False,False,America/New_York,"I-75, I-4"
85226,33.26519,-111.94641,Chandler,AZ,Arizona,True,,42294.0,424.8,4013,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix,"I-80, I-90"
95833,38.61529,-121.51558,Sacramento,CA,California,True,,42265.0,2017.4,6067,Sacramento,"{""06067"": 100}",Sacramento,06067,False,False,America/Los_Angeles,"I-405, I-10"
23602,37.11511,-76.51625,Newport News,VA,Virginia,True,,42265.0,1240.7,51700,Newport News,"{""51700"": 100}",Newport News,51700,False,False,America/New_York,"I-90, I-80"
33071,26.24395,-80.26627,Coral Springs,FL,Florida,True,,42255.0,2177.2,12011,Broward,"{""12011"": 100}",Broward,12011,False,False,America/New_York,"I-4, I-75"
87123,35.06206,-106.46991,Albuquerque,NM,New Mexico,True,,42252.0,565.4,35001,Bernalillo,"{""35001"": 100}",Bernalillo,35001,False,False,America/Denver,"I-90, I-80"
60540,41.76361,-88.14476,Naperville,IL,Illinois,True,,42252.0,1234.0,17043,DuPage,"{""17043"": 100}",DuPage,17043,False,False,America/Chicago,"I-94, I-90"
59101,45.63013,-108.36445,Billings,MT,Montana,True,,42250.0,27.6,30111,Yellowstone,"{""30111"": 97.71, ""30003"": 2.29}",Yellowstone|Big Horn,30111|30003,False,False,America/Denver,"I-90, I-80"
11228,40.61678,-74.01337,Brooklyn,NY,New York,True,,42241.0,10893.1,36047,Kings,"{""36047"": 100}",Kings,36047,False,False,America/New_York,"I-90, I-95"
91360,34.21475,-118.87735,Thousand Oaks,CA,California,True,,42236.0,1061.5,6111,Ventura,"{""06111"": 100}",Ventura,06111,False,False,America/Los_Angeles,"I-405, I-5"
969,18.36696,-66.11,Guaynabo,PR,Puerto Rico,True,,42231.0,3236.4,72061,Guaynabo,"{""72061"": 85.12, ""72127"": 11.05, ""72021"": 3.83}",Guaynabo|San Juan|Bayamón,72061|72127|72021,False,False,America/Puerto_Rico,"I-90, I-80"
48858,43.61483,-84.79576,Mount Pleasant,MI,Michigan,True,,42226.0,93.5,26073,Isabella,"{""26073"": 98.61, ""26111"": 1.39}",Isabella|Midland,26073|26111,False,False,America/Detroit,"I-80, I-90"
47905,40.4218,-86.76418,Lafayette,IN,Indiana,True,,42219.0,135.4,18157,Tippecanoe,"{""18157"": 98.08, ""18015"": 1.44, ""18023"": 0.48}",Tippecanoe|Carroll|Clinton,18157|18015|18023,False,False,America/Indiana/Indianapolis,"I-90, I-80"
11101,40.74679,-73.93916,Long Island City,NY,New York,True,,42219.0,6300.7,36081,Queens,"{""36081"": 100}",Queens,36081,False,False,America/New_York,"I-87, I-495"
40299,38.16319,-85.51613,Louisville,KY,Kentucky,True,,42207.0,301.9,21111,Jefferson,"{""21111"": 99.41, ""21029"": 0.59}",Jefferson|Bullitt,21111|21029,False,False,America/New_York,"I-80, I-90"
45036,39.44487,-84.21832,Lebanon,OH,Ohio,True,,42204.0,200.8,39165,Warren,"{""39165"": 100}",Warren,39165,False,False,America/New_York,"I-71, I-75"
46383,41.45838,-87.00156,Valparaiso,IN,Indiana,True,,42183.0,186.0,18127,Porter,"{""18127"": 100}",Porter,18127,False,False,America/Chicago,"I-80, I-90"
85396,33.5376,-112.64635,Buckeye,AZ,Arizona,True,,42181.0,163.5,4013,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix,"I-90, I-80"
78221,29.28097,-98.47529,San Antonio,TX,Texas,True,,42178.0,448.5,48029,Bexar,"{""48029"": 100}",Bexar,48029,False,False,America/Chicago,"I-20, I-10"
32571,30.67162,-87.20004,Milton,FL,Florida,True,,42171.0,144.6,12113,Santa Rosa,"{""12113"": 100}",Santa Rosa,12113,False,False,America/Chicago,"I-4, I-10"
63116,38.57999,-90.26501,Saint Louis,MO,Missouri,True,,42170.0,3014.5,29510,St. Louis,"{""29510"": 100}",St. Louis,29510,False,False,America/Chicago,"I-90, I-80"
38128,35.22623,-89.92612,Memphis,TN,Tennessee,True,,42162.0,688.7,47157,Shelby,"{""47157"": 100}",Shelby,47157,False,False,America/Chicago,"I-80, I-90"
80601,39.96288,-104.80777,Brighton,CO,Colorado,True,,42127.0,621.0,8001,Adams,"{""08001"": 100}",Adams,08001,False,False,America/Denver,"I-90, I-80"
42303,37.76138,-87.04889,Owensboro,KY,Kentucky,True,,42119.0,333.0,21059,Daviess,"{""21059"": 100}",Daviess,21059,False,False,America/Chicago,"I-90, I-80"
26554,39.46475,-80.11461,Fairmont,WV,West Virginia,True,,42118.0,123.3,54049,Marion,"{""54049"": 87.26, ""54061"": 8.04, ""54091"": 3.24, ""54033"": 1.46}",Marion|Monongalia|Taylor|Harrison,54049|54061|54091|54033,False,False,America/New_York,"I-90, I-80"
76522,31.21577,-97.97215,Copperas Cove,TX,Texas,True,,42118.0,141.4,48099,Coryell,"{""48099"": 80.26, ""48281"": 19.74}",Coryell|Lampasas,48099|48281,False,False,America/Chicago,"I-20, I-35"
37363,35.11551,-85.0549,Ooltewah,TN,Tennessee,True,,42093.0,270.3,47065,Hamilton,"{""47065"": 100}",Hamilton,47065,False,False,America/New_York,"I-90, I-80"
99504,61.19195,-149.64255,Anchorage,AK,Alaska,True,,42093.0,441.4,2020,Anchorage,"{""02020"": 100}",Anchorage,02020,False,False,America/Anchorage,"I-90, I-80"
32224,30.26815,-81.4642,Jacksonville,FL,Florida,True,,42092.0,779.1,12031,Duval,"{""12031"": 91.71, ""12109"": 8.29}",Duval|St. Johns,12031|12109,False,False,America/New_York,"I-95, I-75"
42104,36.87718,-86.45233,Bowling Green,KY,Kentucky,True,,42076.0,279.9,21227,Warren,"{""21227"": 91.29, ""21213"": 8.71}",Warren|Simpson,21227|21213,False,False,America/Chicago,"I-80, I-90"
95407,38.39465,-122.74591,Santa Rosa,CA,California,True,,42036.0,751.0,6097,Sonoma,"{""06097"": 100}",Sonoma,06097,False,False,America/Los_Angeles,"I-15, I-10"
44111,41.45775,-81.78986,Cleveland,OH,Ohio,True,,42021.0,2477.8,39035,Cuyahoga,"{""39035"": 100}",Cuyahoga,39035,False,False,America/New_York,"I-77, I-90"
23803,37.21183,-77.48028,Petersburg,VA,Virginia,True,,42012.0,224.7,51053,Dinwiddie,"{""51053"": 43.82, ""51041"": 41.63, ""51730"": 14.55}",Dinwiddie|Chesterfield|Petersburg,51053|51041|51730,False,False,America/New_York,"I-80, I-90"
17055,40.17756,-76.99789,Mechanicsburg,PA,Pennsylvania,True,,42006.0,413.5,42041,Cumberland,"{""42041"": 87.64, ""42133"": 12.36}",Cumberland|York,42041|42133,False,False,America/New_York,"I-80, I-81"
95835,38.67088,-121.52464,Sacramento,CA,California,True,,42004.0,1826.5,6067,Sacramento,"{""06067"": 100}",Sacramento,06067,False,False,America/Los_Angeles,"I-10, I-15"
94121,37.77849,-122.49548,San Francisco,CA,California,True,,41995.0,6397.3,6075,San Francisco,"{""06075"": 100}",San Francisco,06075,False,False,America/Los_Angeles,"I-15, I-80"
1915,42.56841,-70.8647,Beverly,MA,Massachusetts,True,,41994.0,1141.1,25009,Essex,"{""25009"": 100}",Essex,25009,False,False,America/New_York,"I-80, I-90"
11040,40.74572,-73.67979,New Hyde Park,NY,New York,True,,41988.0,3371.0,36059,Nassau,"{""36059"": 96.61, ""36081"": 3.39}",Nassau|Queens,36059|36081,False,False,America/New_York,"I-87, I-95"
64118,39.21301,-94.57497,Kansas City,MO,Missouri,True,,41984.0,1268.8,29047,Clay,"{""29047"": 98.87, ""29165"": 1.13}",Clay|Platte,29047|29165,False,False,America/Chicago,"I-90, I-80"
30294,33.6371,-84.26289,Ellenwood,GA,Georgia,True,,41983.0,495.1,13089,DeKalb,"{""13089"": 36.3, ""13063"": 35.19, ""13151"": 27.36, ""13247"": 1.15}",DeKalb|Clayton|Henry|Rockdale,13089|13063|13151|13247,False,False,America/New_York,"I-285, I-75"
78201,29.46901,-98.52861,San Antonio,TX,Texas,True,,41981.0,2273.6,48029,Bexar,"{""48029"": 100}",Bexar,48029,False,False,America/Chicago,"I-10, I-10"
24502,37.35624,-79.2194,Lynchburg,VA,Virginia,True,,41979.0,542.0,51680,Lynchburg,"{""51680"": 57.04, ""51031"": 38.67, ""51019"": 4.29}",Lynchburg|Campbell|Bedford,51680|51031|51019,False,False,America/New_York,"I-80, I-90"
18702,41.21406,-75.76925,Wilkes Barre,PA,Pennsylvania,True,,41970.0,207.5,42079,Luzerne,"{""42079"": 100}",Luzerne,42079,False,False,America/New_York,"I-81, I-95"
32935,28.1444,-80.64832,Melbourne,FL,Florida,True,,41965.0,1232.9,12009,Brevard,"{""12009"": 100}",Brevard,12009,False,False,America/New_York,"I-95, I-75"
21703,39.36961,-77.47088,Frederick,MD,Maryland,True,,41960.0,505.8,24021,Frederick,"{""24021"": 100}",Frederick,24021,False,False,America/New_York,"I-90, I-80"
92591,33.53432,-117.1092,Temecula,CA,California,True,,41955.0,940.4,6065,Riverside,"{""06065"": 100}",Riverside,06065,False,False,America/Los_Angeles,"I-10, I-80"
27612,35.85034,-78.70387,Raleigh,NC,North Carolina,True,,41952.0,975.5,37183,Wake,"{""37183"": 100}",Wake,37183,False,False,America/New_York,"I-80, I-90"
1801,42.48694,-71.15415,Woburn,MA,Massachusetts,True,,41939.0,1274.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,False,False,America/New_York,"I-90, I-80"
37221,36.05991,-86.97189,Nashville,TN,Tennessee,True,,41935.0,328.2,47037,Davidson,"{""47037"": 91.34, ""47187"": 8.66}",Davidson|Williamson,47037|47187,False,False,America/Chicago,"I-80, I-90"
38111,35.11014,-89.94429,Memphis,TN,Tennessee,True,,41934.0,1656.5,47157,Shelby,"{""47157"": 100}",Shelby,47157,False,False,America/Chicago,"I-90, I-80"
94521,37.95293,-121.96971,Concord,CA,California,True,,41909.0,1671.1,6013,Contra Costa,"{""06013"": 100}",Contra Costa,06013,False,False,America/Los_Angeles,"I-10, I-405"
78154,29.54774,-98.26574,Schertz,TX,Texas,True,,41907.0,492.5,48029,Bexar,"{""48029"": 56.52, ""48187"": 31.82, ""48091"": 11.66}",Bexar|Guadalupe|Comal,48029|48187|48091,False,False,America/Chicago,"I-45, I-20"
